,id,name,host_id,host_name,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathroom,Count of Amenities,price,availability_30,availability_60,availability_90,availability_365,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,license
2665,26519083,* Beautiful canalview Suite*,199450112,Srijana,Centrum-West,52.36842,4.88223,Private room,2,1.5,18,197,18,45,73,73,1,1125,125,4.76,0363E60E2A55A5B5C920
2666,26519263,Modern apartment in hot & happening Amsterdam West,37866198,Suzanne,De Baarsjes - Oud-West,52.3747,4.864,Entire home/apt,2,1,33,155,0,29,29,29,5,1125,10,5,0363 5BD4 AA8D 6E48 B6EF
2667,26551134,"Green & clean apartment, well connected to center",53155819,Tessa & Somesh,Bos en Lommer,52.38455,4.85246,Entire home/apt,2,1,19,106,0,0,0,0,3,8,4,5,0363 B673 F057 E907 DBCE
2668,26558362,Appartement center-walk  central station,146766943,Rony,Centrum-West,52.37574,4.88988,Entire home/apt,2,1,42,166,2,2,2,2,1,1125,23,4.81,0363d58b42798e576359
2669,26560199,Sea side of Amsterdam,142672615,Tony,IJburg - Zeeburgereiland,52.3732,4.97148,Entire home/apt,2,1,15,80,0,0,0,0,1,2,15,4.73,Exempt
2670,26593646,Modern Apartment close to Vondelpark,22803632,Hester,Slotervaart,52.35378,4.83614,Entire home/apt,2,1,50,145,0,0,0,0,4,1125,5,5,0363 7EF8 B8B9 42BB 7D9A
2671,26597244,Spacious New 4 floor Family Home â˜† Free Parking â˜†,199969719,Dorothee,Oud-Oost,52.35728,4.93247,Entire home/apt,4,3,65,280,0,0,0,0,5,30,11,4.91,0363 2B8F 946B F21C BDD4
2672,26620104,Rooftop Soulful Jungle Home in Museum Area.,7399322,Omar,De Pijp - Rivierenbuurt,52.35017,4.88996,Entire home/apt,3,2,66,400,3,25,25,25,2,1125,8,4.88,0363 D5DE D2F9 5299 D8A6
2673,26625840,Unique bright house with garden in Amsterdam,175413450,Sophie,Oud-Oost,52.35281,4.91321,Entire home/apt,2,1.5,37,165,0,0,0,0,5,60,12,4.83,0363 0952 9441 2FB9 FC13
2674,26627984,Typical Amsterdam canal house with 3 bedrooms,12295544,Ruben,Centrum-West,52.38057,4.89036,Entire home/apt,6,1.5,58,650,2,7,7,7,2,1125,4,5,0363 5376 AA3A F88A D2BD
2675,26696876,Spacious apartment - close to city  center,19335533,Maud,De Baarsjes - Oud-West,52.37015,4.85394,Entire home/apt,2,1.5,25,165,2,29,31,64,4,31,22,5,0363 63D0 F44C E4DF 5D05
2676,26712318,Modern entire apartment Amsterdam,200854132,Mikhail,Slotervaart,52.35522,4.83567,Entire home/apt,4,1,27,220,0,0,0,0,3,10,37,4.97,0363 1B37 674C 3392 09A4
2677,26728654,Cute stylish apt in `de Pijp area` close to all!,200986878,Dide,De Pijp - Rivierenbuurt,52.35665,4.88819,Entire home/apt,2,1,21,192,0,0,0,0,3,1125,6,4.8,036349A677B798010542
2678,26728984,Canal Suite | City Centre,190253774,Judith,Centrum-Oost,52.3673,4.90155,Private room,2,1,18,137,3,9,15,179,1,365,63,4.89,0363 022E E3C5 08E9 76E2
2679,26736625,"Private entrance and bathroom, FREE parking!",4286813,Paul,Noord-West,52.41237,4.88696,Private room,2,1.5,49,70,10,40,70,280,2,1125,239,4.84,0363 1899 33A0 DB36 CC7D
2680,26744310,Nice apartment close to Vondelpark,7417986,Daylien,De Baarsjes - Oud-West,52.35907,4.84999,Entire home/apt,2,1,17,159,0,0,0,0,4,13,35,4.76,0363 1595 8082 058E 2743
2681,26744905,Modern Studio. Flexible check in-out.,92509803,Renata,Westerpark,52.39062,4.88676,Entire home/apt,2,1,29,100,0,0,0,0,7,1125,20,4.8,0363 C024 95A8 694E 65D5
2682,26744928,Luxurious house with garden in museum district,62630854,Frederique,Zuid,52.35382,4.86792,Entire home/apt,4,2,27,350,0,0,0,0,3,1125,6,5,0363 A70D EB20 69BD 0249
2683,26761013,Central located spacious app. in hip A'dam East,4867832,Michel,Oud-Oost,52.35767,4.92018,Entire home/apt,2,1,27,150,0,0,0,0,2,1125,13,5,0363 5B25 F3FF F955 5A47
2684,26766473,New multiple bedroom apartment with natural light!,38545980,Renzo,De Pijp - Rivierenbuurt,52.35015,4.88745,Entire home/apt,4,1.5,15,225,0,0,0,0,1,220,7,4.57,0363 CC72 5F19 A286 67C5
2685,26781097,"Houseboat, B&B in the back stern (BK 53).",201376965,Hans,Centrum-Oost,52.36384,4.90131,Private room,2,1,16,95,6,12,23,148,3,21,156,4.88,0363 CE49 9B0B C7FA 79D6
2686,26781206,Cosy and bright appartement close to city center,9945304,Siebrecht,De Baarsjes - Oud-West,52.37387,4.86441,Entire home/apt,2,1,25,95,0,0,0,0,3,7,8,5,0363 0042 4EB1 468A 10AF
2687,26794556,The white studio,201491909,Joyce,Centrum-Oost,52.36123,4.8953,Private room,2,1,13,213,30,60,90,365,2,90,24,3.79,0363 D3A1 4AB2 53A8 62CB
2688,26794663,The black studio,201491909,Joyce,Centrum-Oost,52.36104,4.89526,Private room,2,1,11,199,15,44,74,343,2,180,46,4.54,0363 D3A1 4AB2 53A8 62CB
2689,26829033,Hermitage museum boat with amstel river vieuw,194622709,Arthur,Centrum-Oost,52.36624,4.90245,Entire home/apt,6,1.5,23,319,0,0,0,5,3,30,23,4.83,0363 3ED7 2E62 C5B7 DCE0
2690,26831484,"Warm, spacious room with a view in Amsterdam-Noord",6009703,Floortje,Oud-Noord,52.3924,4.90881,Private room,2,1.5,46,85,7,21,31,130,4,7,21,4.76,036303FC34FEACAAAD06
2691,26832364,Lovely apartment on central location,21039929,Barbara,De Baarsjes - Oud-West,52.36084,4.86549,Entire home/apt,2,1,21,250,0,0,0,0,25,30,10,5,0363 6FB1 D89C D002 54ED
2692,26838436,Amsterdam art apartment in the middle of De Pijp,72771155,Annabel,De Pijp - Rivierenbuurt,52.35361,4.90424,Entire home/apt,2,1,25,230,0,0,0,0,3,3,16,4.88,0363 A1F1 5D82 B77A 3975
2693,26842663,"detached villa, unique design",62805884,Tjerk,Gaasperdam - Driemond,52.30787,5.01839,Entire home/apt,4,2.5,45,294,0,0,15,15,4,30,2,5,0363 80B5 6123 5E92 0FF1
2694,26854143,Amsterdam familyhouse,28011619,Maaike,Oud-Noord,52.39905,4.92058,Entire home/apt,5,1.5,39,195,0,0,0,0,7,14,3,5,0363 A9EF C889 0A73 E507
2695,26858674,comfortable and bright appartment,202002922,Catharine,Centrum-West,52.37096,4.87687,Entire home/apt,2,1,18,150,0,0,2,31,2,6,50,4.98,0363 E20B D674 4027 AE14
2696,26869538,Lovely Apartment near City Center with Balcony,21292422,Pim,De Baarsjes - Oud-West,52.37097,4.86825,Entire home/apt,2,1.5,24,120,0,0,0,0,3,1125,12,4.83,0363 5828 4A82 13CE 33CB
2697,26879765,Stylish & cosy apartment next to Vondelpark,27323708,Birre,De Baarsjes - Oud-West,52.36287,4.86486,Entire home/apt,2,1,26,121,0,0,0,0,3,1125,13,5,0363 66A6 3B1B F649 6CE6
2698,26885350,Canalhouse 150m2 amazing view with private garden,202228575,Juliet & Han,Oud-Oost,52.36571,4.92649,Entire home/apt,4,1.5,49,400,2,2,2,94,2,14,56,4.96,0363 CCF9 41FD 53DO 10CC
2699,26907262,Apartment in Amsterdam/ Large Roof Terrace,112138011,Eric,De Pijp - Rivierenbuurt,52.34387,4.89191,Entire home/apt,4,1,11,160,0,0,0,0,3,28,10,5,0363 59F8 A571 F8DC E742
2700,26910996,Amsterdam penthouse with amazing views,169734662,Bas,IJburg - Zeeburgereiland,52.35152,5.00107,Entire home/apt,2,1,29,121,0,0,0,0,2,1125,5,4.6,0363 4F78 C767 CF32 2C86
2701,26936908,comfortable apt. 10mins walking from Rai & musea,42286632,Frouke,De Pijp - Rivierenbuurt,52.35032,4.89049,Entire home/apt,2,1.5,28,179,0,0,0,105,7,1125,24,5,0363 0861 45A5 2799 E681
2702,26950128,City center accommodation,25657043,Olsira,Zuid,52.34609,4.84872,Shared room,2,1,24,75,0,0,0,0,1,2,65,4.58,0363 05BE 0F5A D34B 5977
2703,26950990,Lovely family home with garden @ Amsterdam West,4076767,Gijs & Carina,Bos en Lommer,52.37768,4.84698,Entire home/apt,4,1,31,201,4,6,6,6,2,1124,12,4.75,0363 6FE7 A9A3 2C23 3B09
2704,27004085,Spacious house with 3 bedrooms and patio.,6838978,Anne,Watergraafsmeer,52.34426,4.92383,Entire home/apt,5,2.5,49,210,3,3,3,3,7,1125,1,5,0363 2A26 86AF 30E8 FDBD
2705,27020496,Spacious apartment in Amsterdam,16694625,Maria & Antonis,Oud-Noord,52.38522,4.91178,Entire home/apt,6,1.5,21,240,0,0,0,0,3,18,5,4.6,0363 0B5F B9E2 C2E4 82DE
2706,27024242,B&B Studio Old South,6305400,Erik,Zuid,52.3527,4.86091,Private room,4,1,21,263,20,20,20,177,4,30,76,4.8,0363 0818 C335 08DE 19FB
2707,27041918,Two Person Room / Separate Beds and Own Bathroom,153108798,AndrÃ© & Inez,Centrum-West,52.36832,4.87701,Private room,2,1.5,26,44,0,0,0,0,2,365,18,4.94,0363 1855 E0B8 5B53 E259
2708,27051213,Amsterdam Grand Apartment II,37752619,Joost,Zuid,52.3565,4.87368,Entire home/apt,4,2.5,17,299,10,36,53,199,4,90,17,4.5,0363 DCED 7779 5832 AF0C
2709,27053257,Erasmuspark - Private room very close to center,158029175,Ufuk,Bos en Lommer,52.37683,4.85177,Private room,2,1,23,70,0,0,0,0,1,6,26,4.88,0363 46FE 7983 8CB6 D7D6
2710,27058302,Exceptional  lake view house for romantic stay,11530541,Maurits,IJburg - Zeeburgereiland,52.36311,4.9898,Entire home/apt,4,1.5,66,376,3,3,7,51,3,1125,10,5,0363 015B 6446 B6BC AE7E
2711,27061787,Cozy apartment next to the Jordaan area,203627746,Tijmen,Westerpark,52.38172,4.87811,Entire home/apt,2,1.5,26,85,0,0,0,0,3,1125,13,4.92,0363 3173 AC30 5973 0F69
2712,27078008,Amsterdam Zeeburg. 10 min from Central Station.,5740267,Rinke,IJburg - Zeeburgereiland,52.37116,4.9697,Entire home/apt,2,1,15,200,3,33,63,63,5,1125,2,4.5,0363 2934 1C44 6007 45A9
2713,27081619,Newly furnished apartment in center,199450112,Srijana,Centrum-West,52.36935,4.88303,Private room,2,1.5,16,187,18,47,77,78,1,1125,82,4.7,0363E60E2A55A5B5C920
2714,27123460,Amsterdam Center 4 bed appartment canal view,204169513,Ernest,Westerpark,52.38399,4.88019,Entire home/apt,4,1.5,12,199,0,0,0,0,2,7,9,4.88,0363 E1C3 CCF6 72C8 C21A
2715,27127011,Luxury  double floor XXL home in the city centre!,190049002,Cc,De Baarsjes - Oud-West,52.36145,4.87516,Entire home/apt,4,1.5,30,429,1,1,5,5,4,1125,9,5,0363 183B ACC8 4C90 12D1
2716,27132135,"3BR, garden, 1 stop to city centre/central station",578608,Thomas,Oud-Noord,52.3928,4.92662,Entire home/apt,4,1,23,150,0,0,0,0,2,1125,10,5,0363 A084 13EB FD3F 0E6A
2717,27160776,Amsterdam Windmill Apartment,52282052,Finn,Centrum-Oost,52.3669,4.92669,Entire home/apt,2,1,11,180,10,10,10,25,5,10,19,4.37,0363 A9BF 621D E063 51E9
2718,27179290,Spacious & light apt. near park with 2 balconies,124195894,Sarah,Oud-Oost,52.3587,4.92307,Entire home/apt,2,1,13,89,0,0,0,0,4,21,2,5,0363 65E1 203B E04E 74B7
2719,27184333,Just off the Prinsengracht and 9 Streets,27914049,Kerem,Centrum-West,52.37032,4.88215,Entire home/apt,2,1,44,250,0,24,32,119,4,1125,87,4.97,0363 7888 F596 42B0 F27E
2720,27240740,Sweets hotel - Theophile de Bockbrug,203731852,Sweets,Zuid,52.35482,4.85329,Private room,2,1,8,146,14,36,66,177,1,99,63,4.81,Exempt
2721,27319090,Stylish family house North - free parking,205841633,Maarten,Noord-West,52.42075,4.89596,Entire home/apt,4,1,41,130,0,0,0,0,4,14,4,5,0363 A8C9 987A 2CD0 1201
2722,27326505,Spacious & bright apartment next to the Vondelpark,65352053,Annick,De Baarsjes - Oud-West,52.35932,4.85949,Entire home/apt,4,1.5,26,350,0,0,0,0,2,16,25,4.88,0363 E079 DD38 68CD 2145
2723,27348973,Ruim huis+tuin op het zuiden (30+ & families only),27749179,Kitty,Oud-Oost,52.35663,4.92413,Entire home/apt,4,3,59,225,0,0,0,0,3,21,8,4.86,0363 6F81 48C1 3214 77E3
2724,27362571,Cosy and spacious two-bedroom apartment,138583516,Tjibbe,Bos en Lommer,52.38273,4.85468,Entire home/apt,3,1,26,120,0,0,0,0,2,100,13,4.75,0363 A786 B649 09A8 A20D
2725,27362708,"Half House Boat,  entrance from shared terrace",206197883,Charles&Yochi,De Baarsjes - Oud-West,52.37285,4.87399,Private room,3,1.5,35,75,0,12,12,12,2,90,168,4.4,03639607A1583878363D
2726,27368371,Long stay Jordaan Apartment,85100740,Roger,Centrum-West,52.37314,4.88092,Entire home/apt,4,1.5,27,149,3,33,63,277,31,1125,1,5,0363 1B98 AD96 9B8E 8AD3
2727,27379405,"Light and central apartment, canalview",14072005,Susanne,De Baarsjes - Oud-West,52.36616,4.86215,Entire home/apt,2,1.5,48,150,0,0,0,0,3,28,4,5,0363 07B9 C0B2 9AF9 37B4
2728,27397058,Cozy room in stylish apartment,8571784,Enneke,De Baarsjes - Oud-West,52.37108,4.85303,Private room,2,1.5,21,71,27,28,28,28,3,1125,142,4.3,0363 F1F1 6BDE F3F5 4B52
2729,27410925,Bright apartment in Amsterdam old south,206359832,Wilco,Zuid,52.35204,4.8574,Entire home/apt,4,1,43,300,0,0,0,0,5,1125,8,5,0363 A677 3F07 1DC0 62E6
2730,27426691,"Stylish apt, canal view, quiet, nearby Vondelpark",5809919,Thomas,Zuid,52.35059,4.8469,Entire home/apt,4,1,23,75,0,0,0,0,7,45,4,5,0363 B171 0A8A 1BD9 3CE3
2731,27428560,Luxurious canal view appartement,16536809,Annelies,Oud-Oost,52.36402,4.926,Entire home/apt,2,1.5,32,220,0,0,0,0,2,10,8,5,0363 9C43 636A 07FE F49A
2732,27447278,"Bedroom, French balcony, cul the sac 5 min.to city",44937452,Anne & Eric,Westerpark,52.3836,4.86998,Private room,2,1,34,59,0,0,0,95,2,4,76,4.95,0363 AB4C 1B67 4A12 B394
2733,27459192,NEW! Renovated apartment with garden,41609885,Janny,Oostelijk Havengebied - Indische Buurt,52.36501,4.94223,Entire home/apt,2,1.5,33,150,0,18,18,18,5,1125,10,5,0363 ED9D 9CA9 E063 03E5
2734,27464499,3km from Central Station. Private entry. Big bed !,8741023,Martijn And Kim,Oud-Noord,52.39911,4.90533,Private room,2,1,21,75,13,32,51,109,2,1125,188,4.93,0363 0534 8FEC 8485 9A6A
2735,27466356,"Stylish private studio, 30 min downtown Amsterdam",34581928,Georno,Noord-West,52.42369,4.88545,Private room,2,1,43,78,6,26,52,52,2,180,111,4.77,0363 5F8C 5371 A6D2 463C
2736,27478968,1910's Completely renovated house boat @ Amstel!,207086988,Monicque,De Pijp - Rivierenbuurt,52.35175,4.90905,Entire home/apt,4,1.5,61,895,0,0,0,0,4,30,18,5,0363 7D65 E14B A964 7CB7
2737,27482148,Amsterdam Woning,88830713,Kari,Noord-West,52.40797,4.92397,Entire home/apt,4,1.5,21,200,2,2,9,32,3,10,11,5,0363 A7EF 19C7 C568 F704
2738,27498255,Luxury apartment in city center,36565286,Kim,Centrum-Oost,52.36748,4.91097,Entire home/apt,2,1.5,26,250,0,2,32,32,2,8,6,5,0363 4767 B450 A3F9 77BF
2739,27520015,New studio apartment with vintage look,73081474,Tessa,Oud-Oost,52.35916,4.93348,Entire home/apt,2,1.5,31,112,0,0,0,0,4,10,14,4.93,0363 4A42 1A00 B05C 60B4
2740,27520055,Family/city- Apartment 10 min from central station,64868869,Julian,Oostelijk Havengebied - Indische Buurt,52.36914,4.93437,Entire home/apt,2,1.5,22,220,6,6,6,6,2,31,13,5,0363 E56E A5DB 8C10 DDBC
2741,27525864,New & spacious ground-floor 3-BR home w/ garden!,207546297,Laurens,Oud-Oost,52.36434,4.92533,Entire home/apt,6,1.5,26,400,0,0,0,0,4,1125,12,5,0363 C167 D158 B77C 82C0
2742,27533135,Private apt close to Vondelpark! Ideal for couples,6683167,Nick,Zuid,52.35048,4.84918,Entire home/apt,2,1,25,100,0,0,0,0,2,14,10,5,0363 BC67 5EE0 ABA6 6CD2
2743,27546826,"Welcome to my cosy, spacious, plant-filled home",2068431,Iris,Bos en Lommer,52.38495,4.84922,Entire home/apt,2,1,30,110,0,0,0,0,21,30,16,5,0363 AB6A 40A5 07F3 2B73
2744,27565202,Beautiful & clean apartment near the Museumsquare,79666655,Marjolijn,Zuid,52.35667,4.87888,Hotel room,4,1,37,308,6,13,31,306,2,120,90,4.86,0363 143B 5AB8 38A0 F947
2745,27565537,PrivÃ©kamer met ontbijt en gebruik van fietsen,207977510,Margreet,Westerpark,52.38266,4.86201,Private room,2,1,44,104,7,7,7,7,2,1125,126,4.9,0363 A7D1 30E2 32FC 9EB4
2746,27591911,Beautiful appartment nearby the city centre,55023707,Michaela,Bos en Lommer,52.38259,4.85684,Entire home/apt,3,1,26,175,0,0,0,6,2,1125,10,4.8,0363 3EF0 BCCF ADCB 3A42
2747,27595911,Anny's warehouse city centre!,115770966,Anny,Centrum-West,52.37793,4.89296,Private room,2,1,21,152,9,30,30,30,2,1125,33,4.82,0363 3B74 0A96 D3CC ACB8
2748,27600742,Single bedroom with private sink,138583516,Tjibbe,Bos en Lommer,52.38252,4.85443,Private room,1,1,24,47,0,0,0,0,2,8,37,4.83,0363A786B64909A8A20D
2749,27608003,Sunny apartment in Amsterdam north with garden,61134256,Maartje,Noord-West,52.40243,4.91335,Entire home/apt,4,1,34,130,0,0,0,0,4,1125,15,4.87,036319650E9F6CC78AA3
2750,27616092,Modern Two Room Condo with a Rooftop View,44330453,Evgeny,Oud-Noord,52.40056,4.91337,Entire home/apt,2,1,64,150,5,27,27,27,7,27,15,4.8,0363 6095 FED6 5342 5E03
2751,27622005,Boss (double) Apartment (4 pers) - updated photos,31951648,Tijmen,De Baarsjes - Oud-West,52.36684,4.8756,Entire home/apt,4,2.5,58,500,0,6,6,6,3,1125,23,5,0363 F083 4BEF EEFD 551C
2752,27677715,Charming house (120m2) with  garden in city centre,6437689,Sharon & Martin,De Pijp - Rivierenbuurt,52.34438,4.89556,Entire home/apt,4,1,61,335,7,9,9,9,3,30,3,5,0363 8B1F 79C4 5966 9A35
2753,27710965,Sweets hotel - Buiksloterdraaibrug,203731852,Sweets,Oud-Noord,52.39893,4.92146,Private room,2,1,8,173,12,38,68,179,1,99,39,4.9,Exempt
2754,27711181,SWEETS hotel Scharrebiersluis,203731852,Sweets,Centrum-Oost,52.37031,4.91141,Hotel room,2,1,22,173,11,34,56,146,1,1125,23,4.78,Exempt
2755,27711346,207 - Nieuwe Amstelbrug,203731852,Sweets,De Pijp - Rivierenbuurt,52.3557608,4.9054873,Private room,2,1,7,173,9,34,58,167,1,99,36,4.78,Exempt
2756,27711492,Sweets hotel - Westerdoksbrug,203731852,Sweets,Centrum-West,52.3833277,4.8933458,Private room,2,1,12,173,5,30,49,133,1,99,57,4.88,Exempt
2757,27711659,SWEETS hotel Kattenslootbrug,203731852,Sweets,Westerpark,52.3818,4.87934,Hotel room,2,1,20,146,4,26,50,147,2,1125,55,4.76,Exempt
2758,27711769,Sweets hotel - Beltbrug,203731852,Sweets,Westerpark,52.37547,4.87017,Private room,2,1,8,157,14,41,70,181,1,99,38,4.89,Exempt
2759,27711924,Sweets hotel - Wiegbrug,203731852,Sweets,De Baarsjes - Oud-West,52.37014,4.86516,Private room,2,1,9,146,9,33,45,137,1,99,49,4.9,Exempt
2760,27712060,SWEETS hotel Kinkerbrug,203731852,Sweets,De Baarsjes - Oud-West,52.36464,4.86025,Hotel room,2,1,20,146,11,34,50,164,1,1125,42,4.93,Exempt
2761,27713449,Perfect location near Museumsquare,13455439,Laura,Zuid,52.35408,4.88446,Entire home/apt,2,1,23,199,0,0,4,4,3,1125,20,4.79,0363 786D E679 8F45 1FAA
2762,27713691,Modern Amsterdam city apartment with garden view,8748700,Marloes,Bos en Lommer,52.37649,4.85998,Entire home/apt,4,1,33,150,0,0,0,0,3,20,22,4.82,0363 2919 218F 6520 4356
2763,27724231,"Spacious, modern 3-bedroom house with garden",6973466,Mieke,De Baarsjes - Oud-West,52.36841,4.84921,Entire home/apt,4,1,37,350,0,2,2,2,1,30,9,4.89,0363 F000 71D2 CB1B 2019
2764,27744275,New Urban Design Apartment - Amsterdam West,26639899,Edo,Bos en Lommer,52.38212,4.85716,Entire home/apt,2,1,27,99,0,0,0,0,2,1125,12,4.73,0363 D8E3 83B2 6759 6FB0
2765,27745560,Cosy apartment in Amsterdam near the city centre,209288842,Luuk,Westerpark,52.38589,4.88294,Entire home/apt,4,1.5,20,150,0,0,0,0,3,12,24,4.42,0363 933D 467D AD6D C763
2766,27754860,Oud West luxurious 3 BR-apartment w roof terrace,1759888,Martijn & Meike,De Baarsjes - Oud-West,52.36961,4.87512,Entire home/apt,4,1.5,45,345,0,0,0,0,2,1125,20,4.95,0363 4FD6 4F86 FB38 18BE
2767,27755390,Family home nearby city centre and nature park!,64595553,Shary,Geuzenveld - Slotermeer,52.37344,4.81215,Entire home/apt,4,2.5,33,304,14,25,43,55,2,1125,4,4,0363 F0CA FF3A 213B 9299
2768,27772720,Spacious house near De Pijp & RAI,2677887,Bart & Carolyn,De Pijp - Rivierenbuurt,52.34095,4.9043,Entire home/apt,2,1,62,207,5,5,13,76,2,1125,9,4.67,0363 01A2 0641 8300 A09D
2769,27774674,"Canal area, city center popular Jordaan .",8544609,Cido,Centrum-West,52.37962,4.88769,Entire home/apt,2,1,25,295,10,32,50,197,5,180,40,5,0363E13E4BFF8CA46436
2770,27774794,Brand new 120m2 designer apartment,137633354,Sjoerd,Oud-Noord,52.39994,4.90621,Entire home/apt,3,1.5,27,159,0,0,14,22,5,1125,10,4.9,0363 A2FA 9368 2C9B 66FA
2771,27793181,Cognac Suite,209869716,Rintje,Centrum-West,52.3707,4.89495,Private room,2,1,15,98,4,6,19,285,1,365,202,4.52,0363 63BC 6BB8 C185 D785
2772,27795712,Amsterdam Local (entire apartment),43914462,Mai,Bos en Lommer,52.37598,4.85819,Entire home/apt,4,1,12,89,0,0,0,0,2,1125,4,4.75,0363 D6D3 7AF5 9B98 2E0F
2773,27800380,Lovely 1 bedroom apartment with garden,50879715,Burcu,De Pijp - Rivierenbuurt,52.35508,4.89601,Entire home/apt,2,1,46,228,3,20,20,20,2,4,5,5,0363 64E9 7CB5 D78C C883
2774,27803193,"Chess Suite, City Centre ROOM",209869716,Rintje,Centrum-West,52.37027,4.89509,Private room,2,1,21,106,3,14,42,312,1,365,209,4.58,0363 63BC 6BB8 C185 D785
2775,27809371,The Dutch Suites,209920138,Puck,Centrum-West,52.37073,4.89635,Private room,4,1,27,211,0,0,6,263,1,365,67,4.52,036357F7D51C763ED91A
2776,27825991,NEW: Elegant getaway with garden nearby RAI/Amstel,74252800,Laila,Watergraafsmeer,52.33978,4.94456,Entire home/apt,2,1,48,195,24,24,24,24,3,90,17,5,0363 7472 3C85 529A 4445
2777,27833698,Bright quiet furnished apartment with canal view,28150165,Lisa,Bos en Lommer,52.37631,4.84774,Entire home/apt,2,1.5,38,139,1,1,1,1,3,31,1,5,0363 C1BC EEC7 ED69 1DD3
2778,27841791,"Private room, newly renovated in hip East.",59888670,Tessa,Oud-Oost,52.35502,4.92333,Private room,2,1.5,24,80,0,0,0,0,2,1125,72,4.86,0363 D02E 0E01 E9C9 0F9C
2779,27850551,"Luxurious Floral Apartment, City Center-canal view",17942652,Yuta,Centrum-Oost,52.36334,4.88664,Private room,3,1,31,429,15,45,71,127,1,1125,26,4.6,0363 8DC0 C1FF 4214 5332
2780,27854236,"Exclusive room with sauna, City Center-canal view",17942652,Yuta,Centrum-Oost,52.36553,4.88664,Private room,2,1,32,1057,30,60,90,180,1,1125,3,5,0363 16A5 DF0C EB3C 7503
2781,27863226,"Private studio/office w/ kitchen, bathroom & bikes",2455550,Jorn,Oud-Oost,52.35419,4.91655,Private room,2,1,42,130,12,23,53,53,3,30,154,4.9,0363 3DEA 55CB 423B E156
2782,27865341,"Nice, bright apartment Amsterdam West",5808871,Cynthia,Geuzenveld - Slotermeer,52.3764,4.82335,Entire home/apt,2,1.5,31,85,0,0,0,0,2,52,31,4.9,0363 DD31 43B3 E7E0 1419
2783,27871686,City Center/Mini Suite on Houseboat Stunning View,4031782,Anita,Centrum-West,52.37806,4.88524,Private room,2,1.5,18,159,6,24,44,44,3,1125,165,4.89,0363 0C77 6D30 0357 81FF
2784,27903955,Private floor in our house on the ground floor.,1195935,Eleni,Buitenveldert - Zuidas,52.3243,4.87289,Private room,2,1,29,69,0,0,1,1,2,1125,75,4.82,0363 2FE1 9B82 73ED D5E4
2785,27916775,COZY STYLISH ROOM PARKING WHIRLPOOL WIFI,6127483,Daniella,Bos en Lommer,52.37807,4.84575,Private room,2,1.5,37,53,19,49,79,106,1,270,26,4.73,0363 A6C0 16C0 2606 7E49
2786,27921739,Sweets hotel - Overtoomsesluis,203731852,Sweets,De Baarsjes - Oud-West,52.35871,4.8559,Private room,2,1,8,173,17,47,71,185,1,99,27,4.74,Exempt
2787,27927995,Quiet clean room in a house with a garden,3556607,Barbara,Slotervaart,52.35238,4.82913,Private room,2,1,20,111,13,13,13,13,1,4,25,4.88,0363 0126 6F73 97C8 8535
2788,27944416,Amsterdam in groene omgeving,211084998,Hannie,Geuzenveld - Slotermeer,52.37742,4.79661,Private room,2,1,39,102,7,10,10,136,3,90,19,4.89,0363 66A6 ABED 7B12 89F9
2789,27960142,Great apartment in a quiet neighbourhood.,6221269,Jasper,Noord-West,52.40743,4.89775,Entire home/apt,2,1,12,119,0,0,5,5,2,1125,6,5,0363 BC1C E083 3A6D 2E0A
2790,27963222,Vondelpark House Bed & Breakfast Rooms 1&2.,55288093,Petra,De Baarsjes - Oud-West,52.357471,4.857943,Private room,4,2.5,24,314,1,1,13,240,2,120,12,4.92,0363 F5F1 8B5D A2C6 FA55
2791,27969251,Huis Roomolen,211258076,Henri & Mel,Centrum-West,52.37747,4.89247,Private room,4,1,65,175,3,3,3,130,1,1125,112,5,0363 79A0 CC8A 2B84 235A
2792,27974728,Jordaan Loft apartment,15070944,Lindsey,Centrum-West,52.37459,4.88061,Entire home/apt,2,1,29,269,5,5,5,5,4,8,7,4.86,0363 380A 4CFE 1F20 B550
2793,28005499,Room,173340690,B&B  Jordaan,Westerpark,52.37655,4.87352,Private room,2,1.5,28,125,0,0,0,0,2,365,119,4.75,0363 7402 DE9A D0DF AE8D
2794,28018811,Penthouse with rooftop terrace in Amsterdam,32289278,Wouter,De Baarsjes - Oud-West,52.36674,4.86153,Entire home/apt,4,1,16,247,0,0,0,0,2,1125,15,4.93,0363 427D B43B 8CFB FEBC
2795,28042923,House boat on one of the beautiful canals,211826887,Emanuel,Westerpark,52.37943,4.87795,Entire home/apt,4,1,14,206,0,0,0,0,2,1125,11,4.45,0363 D161 610D DED9 4A8F
2796,28045191,Light filled canal-side apartment in Amsterdam,17841111,Felicity And Michael,Bos en Lommer,52.37503,4.84821,Entire home/apt,4,1.5,20,295,7,7,7,7,2,10,11,5,0
2797,28059480,"Stylish loft, private floor near zoo,museumâ¹,cityâº",22082242,Hayco & LÃ©onie,Oud-Oost,52.35941,4.92684,Private room,2,1,31,75,0,0,0,0,1,5,1,5,0363 E18A 35FB 6088 52A6
2798,28064282,Amsterdam house,212001063,Erik,Centrum-Oost,52.36834,4.90883,Entire home/apt,2,1,22,220,0,0,0,0,3,14,31,4.87,0363 1403 BA48 322C 9009
